edition_key,facsimile_url
Venice_1482,https://archive.org/details/preclarissimusli00eucl/page/n1/mode/2up
Venice_1482,https://babel.hathitrust.org/cgi/pt?id=gri.ark:/13960/t3vt3074v&seq=7
Venice_1482,https://archive.org/details/OEXV231RES/page/n7/mode/2up
Venice_1482,https://archive.org/details/gri_000033125009354198/mode/2up
DDUZGF,https://archive.org/details/ita-bnc-in1-00000520-001/page/n13/mode/2up
DDUZGF,http://diglib.hab.de/inkunabeln/141-2-quod-6/start.htm
YPQYIR,http://gallica.bnf.fr/ark:/12148/bpt6k5711908p
5J1UUA,https://gallica.bnf.fr/ark:/12148/bpt6k8702214n
X5YBIB,https://gallica.bnf.fr/ark:/12148/bpt6k87022152
0NKS71,https://gallica.bnf.fr/ark:/12148/bpt6k3268477
TJONV6,http://gallica.bnf.fr/ark:/12148/bpt6k58184447
YQDZSW,https://www.e-rara.ch/doi/10.3931/e-rara-10356
YCXMIJ,https://gallica.bnf.fr/ark:/12148/bpt6k325164b
5V691B,https://doi.org/10.3931/e-rara-30959
5V691B,https://books.google.fr/books?id=HMbA1v55-WIC
L8R7FQ,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10164565-7
6AMYTJ,https://www.google.com/books/edition/Le_troysiesme_livre_de_l_arithmetique_de/o6Tz37lUZKwC
4TJF1A,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10314284-2
UEIZFO,https://www.google.com/books/edition/Arithmetique_entiere_et_abreg%C3%A9e_de_Pier/U4M8jgK8CJ0C
E4JQEB,https://www.google.com/books/edition/L_arithmetique_demonstree_traduite_et_co/TeUljNyRGnUC
LQNZBJ,https://www.google.com/books/edition/Deux_liures_d_Autolyce_l_vn_de_la_sphere/0ycFQ8AbQ0cC
7Y5IWJ,https://www.google.com/books/edition/L_arithmetique/P845AAAAcAAJ
N000JX,https://books.google.com/books?id=mHuuR9GTpVoC
N000JX,http://bdh-rd.bne.es/viewer.vm?id=0000079001&page=1
N000JX,https://books.google.com/books?id=Vw7LmBrKluIC
N000JX,http://hdl.handle.net/2027/ucm.5316862961
N000JX,http://fondosdigitales.us.es/fondos/libros/715
N000JX,http://bib.cervantesvirtual.com/FichaObra.html?Ref=http%3A%2F%2Ffondosdigitales.us.es%2Ffondos%2Flibros%2F715%2F&portal=303
6PMNRZ,https://books.google.fr/books?id=TYLizRJk04sC&hl=iw&pg=PA1#v=onepage&q&f=false
VWMZ7L,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10205218-2
VWMZ7L,http://gallica.bnf.fr/ark:/12148/bpt6k73101r.r=.langEN
VWMZ7L,https://search.proquest.com/docview/2315042638
VWMZ7L,https://www.google.fr/books/edition/De_arithmetica/XhdQAAAAcAAJ?hl=en&gbpv=1&dq=Ex%20mathematico%20Pselli&pg=PA1&printsec=frontcover
XHZ2XV,https://books.google.fr/books?id=O71pAAAAcAAJ&hl=iw&pg=PA1#v=onepage&q&f=false
L3XLGB,http://dx.doi.org/10.3931/e-rara-44637
JXC181,https://www.google.com/books/edition/La_Pratica_Della_Perspettiva_Opera_molto/sQZfAAAAcAAJ
JTRIRS,https://www.google.com/books/edition/La_Pratica_Della_Perspettiva_Opera_molto/sQZfAAAAcAAJ
2I9HSY,http://gallica.bnf.fr/ark:/12148/btv1b86261573
XXI4KS,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00011352-7
WHEESV,http://books.google.com/books?vid=IBSC:SC400000502
B9OW5O,http://data.onb.ac.at/ABO/+Z180183402
B9OW5O,http://digital.slub-dresden.de/ppn27644017X
ZN24V0,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11218323-0
ZN24V0,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00024646-8
MIZPJ8,http://data.onb.ac.at/ABO/+Z181194407
MIZPJ8,http://digital.slub-dresden.de/ppn271702370
C8SLYQ,https://www.google.com/books/edition/Eyn_sch%C3%B6n_n%C3%BCtzlich_b%C3%BCchlin_vnd_vnderw/-oxKZYpjmBQC
S105XB,http://digi.ub.uni-heidelberg.de/diglit/lautensack1564
Q4F538,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00084126-2
TMVVZN,https://www.google.com/books/edition/Trattato_dell_arte_de_la_pittura_di_Gio/k16wKRtVntsC
2BRI1Z,https://search.proquest.com/docview/2240944171
ZQIHYL,https://www.google.com/books/edition/Ioachimi_Fortij_Ringelbergij_Andouerpian/3pBUhiLQGEwC
6X6R6Y,http://data.onb.ac.at/ABO/+Z178824603
QWCWLH,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10195345-5
5KCP5R,https://www.google.com/books/edition/Den_eersten_tweeden_en_vijfsten_boeck_va/EkNPAAAAcAAJ
MYFHIS,http://www.bvh.univ-tours.fr/Consult/index.asp?numfiche=206
NTML0S,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10197997-7
GGD02E,https://www.google.com/books/edition/La_pratica_di_prospettiua_del_caualiere/txlM4hOL3C8C
K7DERJ,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11216116-1
93PZQ5,https://www.google.com/books/edition/De_Artificiali_Perspectiva_Viator/0sRZAAAAcAAJ
612FNN,https://www.google.com/books/edition/Le_due_regole_della_prospettiva_pratica/17YyRxt3OYYC
144JC3,
JZ3MT9,https://books.google.co.uk/books/about/Ideae_mathematicae_pars_prima_sive_Metho.html?id=qinevzxnHFoC&redir_esc=y
JZ3MT9,https://babel.hathitrust.org/cgi/pt?id=ucm.5320258006
